ticket_id,issue,solution,department
TTE0294,checkout not working,Confirm app version and retry,tech
TTE0295,checkout not working,Confirm app version and retry,tech
TTE0296,checkout not working,Confirm app version and retry,tech
TTE0297,error code 503,"Server issue, try after some time",tech
TTE0298,app crashes,Clear cache or reinstall app,tech
TTE0299,slow app,Suggest device restart,tech
TTE0300,slow app,Suggest device restart,tech
TTE0301,app crashes,Clear cache or reinstall app,tech
TTE0302,checkout not working,Confirm app version and retry,tech
TTE0303,app crashes,Clear cache or reinstall app,tech
TTE0304,slow app,Suggest device restart,tech
TTE0305,app crashes,Clear cache or reinstall app,tech
TTE0306,feature not loading,Check connection and try again,tech
TTE0307,feature not loading,Check connection and try again,tech
TTE0308,app crashes,Clear cache or reinstall app,tech
TTE0309,checkout not working,Confirm app version and retry,tech
TTE0310,feature not loading,Check connection and try again,tech
TTE0311,feature not loading,Check connection and try again,tech
TTE0312,error code 503,"Server issue, try after some time",tech
TTE0313,feature not loading,Check connection and try again,tech
TTE0314,error code 503,"Server issue, try after some time",tech
TTE0315,app crashes,Clear cache or reinstall app,tech
TTE0316,app crashes,Clear cache or reinstall app,tech
TTE0317,checkout not working,Confirm app version and retry,tech
TTE0318,feature not loading,Check connection and try again,tech
TTE0319,feature not loading,Check connection and try again,tech
TTE0320,app crashes,Clear cache or reinstall app,tech
TTE0321,slow app,Suggest device restart,tech
TTE0322,feature not loading,Check connection and try again,tech
TTE0323,feature not loading,Check connection and try again,tech
TTE0324,slow app,Suggest device restart,tech
TTE0325,checkout not working,Confirm app version and retry,tech
TTE0326,app crashes,Clear cache or reinstall app,tech
TTE0327,feature not loading,Check connection and try again,tech
TTE0328,error code 503,"Server issue, try after some time",tech
TTE0329,checkout not working,Confirm app version and retry,tech
TTE0330,slow app,Suggest device restart,tech
TTE0331,app crashes,Clear cache or reinstall app,tech
TTE0332,error code 503,"Server issue, try after some time",tech
TTE0333,app crashes,Clear cache or reinstall app,tech
TTE0334,feature not loading,Check connection and try again,tech
TTE0335,slow app,Suggest device restart,tech
TTE0336,app crashes,Clear cache or reinstall app,tech
TTE0337,app crashes,Clear cache or reinstall app,tech
TTE0338,feature not loading,Check connection and try again,tech
TTE0339,app crashes,Clear cache or reinstall app,tech
TTE0340,error code 503,"Server issue, try after some time",tech
TTE0341,error code 503,"Server issue, try after some time",tech
TTE0342,feature not loading,Check connection and try again,tech
TTE0343,error code 503,"Server issue, try after some time",tech
TTE0344,app crashes,Clear cache or reinstall app,tech
TTE0345,slow app,Suggest device restart,tech
TTE0346,error code 503,"Server issue, try after some time",tech
TTE0347,error code 503,"Server issue, try after some time",tech
TTE0348,slow app,Suggest device restart,tech
TTE0349,error code 503,"Server issue, try after some time",tech
TTE0350,error code 503,"Server issue, try after some time",tech
TTE0351,slow app,Suggest device restart,tech
TTE0352,feature not loading,Check connection and try again,tech
TTE0353,app crashes,Clear cache or reinstall app,tech
TTE0354,feature not loading,Check connection and try again,tech
TTE0355,slow app,Suggest device restart,tech
TTE0356,error code 503,"Server issue, try after some time",tech
TTE0357,error code 503,"Server issue, try after some time",tech
TTE0358,app crashes,Clear cache or reinstall app,tech
TTE0359,feature not loading,Check connection and try again,tech
TTE0360,feature not loading,Check connection and try again,tech
TTE0361,app crashes,Clear cache or reinstall app,tech
TTE0362,error code 503,"Server issue, try after some time",tech
TTE0363,checkout not working,Confirm app version and retry,tech
TTE0364,slow app,Suggest device restart,tech
TTE0365,error code 503,"Server issue, try after some time",tech
TTE0366,feature not loading,Check connection and try again,tech
TTE0367,error code 503,"Server issue, try after some time",tech
TTE0368,checkout not working,Confirm app version and retry,tech
TTE0369,feature not loading,Check connection and try again,tech
TTE0370,app crashes,Clear cache or reinstall app,tech
TTE0371,checkout not working,Confirm app version and retry,tech
TTE0372,error code 503,"Server issue, try after some time",tech
TTE0373,feature not loading,Check connection and try again,tech
TTE0374,app crashes,Clear cache or reinstall app,tech
TTE0375,slow app,Suggest device restart,tech
TTE0376,feature not loading,Check connection and try again,tech
TTE0377,app crashes,Clear cache or reinstall app,tech
TTE0378,error code 503,"Server issue, try after some time",tech
TTE0379,feature not loading,Check connection and try again,tech
TTE0380,feature not loading,Check connection and try again,tech
TTE0381,slow app,Suggest device restart,tech
TTE0382,app crashes,Clear cache or reinstall app,tech
TTE0383,feature not loading,Check connection and try again,tech
TTE0384,checkout not working,Confirm app version and retry,tech
TTE0385,checkout not working,Confirm app version and retry,tech
TTE0386,app crashes,Clear cache or reinstall app,tech
TTE0387,slow app,Suggest device restart,tech
TTE0388,feature not loading,Check connection and try again,tech
TTE0389,app crashes,Clear cache or reinstall app,tech
TTE0390,feature not loading,Check connection and try again,tech
TTE0391,checkout not working,Confirm app version and retry,tech
TTE0392,error code 503,"Server issue, try after some time",tech
TTE0393,checkout not working,Confirm app version and retry,tech
TTE0394,error code 503,"Server issue, try after some time",tech
TTE0395,checkout not working,Confirm app version and retry,tech
TTE0396,error code 503,"Server issue, try after some time",tech
TTE0397,checkout not working,Confirm app version and retry,tech
TTE0398,feature not loading,Check connection and try again,tech
TTE0399,feature not loading,Check connection and try again,tech
TTE0400,error code 503,"Server issue, try after some time",tech
TTE0401,feature not loading,Check connection and try again,tech
TTE0402,feature not loading,Check connection and try again,tech
TTE0403,checkout not working,Confirm app version and retry,tech
TTE0404,checkout not working,Confirm app version and retry,tech
TTE0405,app crashes,Clear cache or reinstall app,tech
TTE0406,error code 503,"Server issue, try after some time",tech
TTE0407,error code 503,"Server issue, try after some time",tech
TTE0408,error code 503,"Server issue, try after some time",tech
TTE0409,app crashes,Clear cache or reinstall app,tech
TTE0410,feature not loading,Check connection and try again,tech
TTE0411,error code 503,"Server issue, try after some time",tech
TTE0412,checkout not working,Confirm app version and retry,tech
TTE0413,app crashes,Clear cache or reinstall app,tech
TTE0414,feature not loading,Check connection and try again,tech
TTE0415,slow app,Suggest device restart,tech
TTE0416,feature not loading,Check connection and try again,tech
TTE0417,app crashes,Clear cache or reinstall app,tech
TTE0418,checkout not working,Confirm app version and retry,tech
TTE0419,feature not loading,Check connection and try again,tech
TTE0420,feature not loading,Check connection and try again,tech
TTE0421,slow app,Suggest device restart,tech
TTE0422,checkout not working,Confirm app version and retry,tech
TTE0423,slow app,Suggest device restart,tech
TTE0424,checkout not working,Confirm app version and retry,tech
TTE0425,slow app,Suggest device restart,tech
TTE0426,feature not loading,Check connection and try again,tech
TTE0427,slow app,Suggest device restart,tech
TTE0428,checkout not working,Confirm app version and retry,tech
TTE0429,slow app,Suggest device restart,tech
TTE0430,error code 503,"Server issue, try after some time",tech
TTE0431,app crashes,Clear cache or reinstall app,tech
TTE0432,feature not loading,Check connection and try again,tech
TTE0433,error code 503,"Server issue, try after some time",tech
TTE0434,error code 503,"Server issue, try after some time",tech
TTE0435,checkout not working,Confirm app version and retry,tech
TTE0436,app crashes,Clear cache or reinstall app,tech
TTE0437,app crashes,Clear cache or reinstall app,tech
TTE0438,app crashes,Clear cache or reinstall app,tech
TTE0439,app crashes,Clear cache or reinstall app,tech
TTE0440,feature not loading,Check connection and try again,tech
TTE0441,checkout not working,Confirm app version and retry,tech
TTE0442,feature not loading,Check connection and try again,tech
TTE0443,feature not loading,Check connection and try again,tech
TTE0444,checkout not working,Confirm app version and retry,tech
TTE0445,slow app,Suggest device restart,tech
TTE0446,checkout not working,Confirm app version and retry,tech
TTE0447,error code 503,"Server issue, try after some time",tech
TTE0448,error code 503,"Server issue, try after some time",tech
TTE0449,feature not loading,Check connection and try again,tech
TTE0450,app crashes,Clear cache or reinstall app,tech
TTE0451,error code 503,"Server issue, try after some time",tech
TTE0452,error code 503,"Server issue, try after some time",tech
TTE0453,checkout not working,Confirm app version and retry,tech
TTE0454,app crashes,Clear cache or reinstall app,tech
TTE0455,slow app,Suggest device restart,tech
TTE0456,checkout not working,Confirm app version and retry,tech
TTE0457,slow app,Suggest device restart,tech
TTE0458,error code 503,"Server issue, try after some time",tech
TTE0459,checkout not working,Confirm app version and retry,tech
TTE0460,error code 503,"Server issue, try after some time",tech
TTE0461,feature not loading,Check connection and try again,tech
TTE0462,feature not loading,Check connection and try again,tech
TTE0463,slow app,Suggest device restart,tech
TTE0464,error code 503,"Server issue, try after some time",tech
TTE0465,feature not loading,Check connection and try again,tech
TTE0466,error code 503,"Server issue, try after some time",tech
TTE0467,checkout not working,Confirm app version and retry,tech
TTE0468,feature not loading,Check connection and try again,tech
TTE0469,feature not loading,Check connection and try again,tech
TTE0470,feature not loading,Check connection and try again,tech
TTE0471,app crashes,Clear cache or reinstall app,tech
TTE0472,slow app,Suggest device restart,tech
TTE0473,app crashes,Clear cache or reinstall app,tech
TTE0474,error code 503,"Server issue, try after some time",tech
TTE0475,app crashes,Clear cache or reinstall app,tech
TTE0476,app crashes,Clear cache or reinstall app,tech
TTE0477,slow app,Suggest device restart,tech
TTE0478,slow app,Suggest device restart,tech
TTE0479,checkout not working,Confirm app version and retry,tech
TTE0480,feature not loading,Check connection and try again,tech
TTE0481,app crashes,Clear cache or reinstall app,tech
TTE0482,feature not loading,Check connection and try again,tech
TTE0483,feature not loading,Check connection and try again,tech
TTE0484,app crashes,Clear cache or reinstall app,tech
TTE0485,slow app,Suggest device restart,tech
TTE0486,error code 503,"Server issue, try after some time",tech
TTE0487,error code 503,"Server issue, try after some time",tech
TTE0488,error code 503,"Server issue, try after some time",tech
TTE0489,app crashes,Clear cache or reinstall app,tech
TTE0490,app crashes,Clear cache or reinstall app,tech
TTE0491,feature not loading,Check connection and try again,tech
TTE0492,checkout not working,Confirm app version and retry,tech
TTE0493,slow app,Suggest device restart,tech
TTE0494,error code 503,"Server issue, try after some time",tech
TTE0495,error code 503,"Server issue, try after some time",tech
TTE0496,checkout not working,Confirm app version and retry,tech
TTE0497,feature not loading,Check connection and try again,tech
TTE0498,app crashes,Clear cache or reinstall app,tech
TTE0499,checkout not working,Confirm app version and retry,tech
TTE0500,slow app,Suggest device restart,tech
